都道府県,市区町村,住所,都道府県_候補,市区町村_候補,住所c_候補,住所d_候補,住所e_候補,match_score,match_status,不一致理由
青森県,五所川原市,相内273,青森県,五所川原市,相内,岩井,,44.72,unmatched,住所類似度しきい値未満
青森県,五所川原市,金木町 朝日山453−2,青森県,五所川原市,金木町,朝日山,,88.38,matched,
青森県,つがる市,木造浮巣54−1,青森県,つがる市,木造林,浅間,,33.5,unmatched,住所類似度しきい値未満
青森県,つがる市,木造増田22−15,青森県,つがる市,木造林,妻田,,41.04,unmatched,住所類似度しきい値未満
青森県,五所川原市,太刀打常盤61−15,青森県,五所川原市,大字太刀打,字千束苅,,35.19,unmatched,住所類似度しきい値未満
青森県,十和田市,稲生町 23−10,青森県,十和田市,大字切田,字生沢,,18.67,unmatched,住所類似度しきい値未満
青森県,十和田市,東二十三番町 1−5,青森県,十和田市,大字法量,字十二,,18.12,unmatched,住所類似度しきい値未満
青森県,十和田市,東三番町 10−81,青森県,十和田市,大字米田,字向町,,18.12,unmatched,住所類似度しきい値未満
青森県,十和田市,東十三番町 25−28−5,青森県,十和田市,大字法量,字十二,,16.84,unmatched,住所類似度しきい値未満
青森県,十和田市,稲生町 15−24,青森県,十和田市,大字切田,字生沢,,18.67,unmatched,住所類似度しきい値未満
青森県,十和田市,西二番町 13−2,青森県,十和田市,大字沢田,字西村,,18.67,unmatched,住所類似度しきい値未満
青森県,十和田市,東一番町 10−1,青森県,十和田市,大字米田,字向町,,18.67,unmatched,住所類似度しきい値未満
青森県,十和田市,相坂小林115−3,青森県,十和田市,大字相坂,字相坂,,29.43,unmatched,住所類似度しきい値未満
青森県,十和田市,三本木並木西178−10,青森県,十和田市,大字三本木,字並木西,,56.48,unmatched,住所類似度しきい値未満
青森県,十和田市,西三番町 15−37,青森県,十和田市,大字沢田,字西村,,18.12,unmatched,住所類似度しきい値未満
青森県,十和田市,西二番町 3−25,青森県,十和田市,大字沢田,字西村,,18.67,unmatched,住所類似度しきい値未満
青森県,十和田市,東十二番町 12−41,青森県,十和田市,大字法量,字十二,,27.79,unmatched,住所類似度しきい値未満
青森県,十和田市,稲生町 20−34,青森県,十和田市,大字切田,字生沢,,18.67,unmatched,住所類似度しきい値未満
青森県,十和田市,西二十二番町 27−19,青森県,十和田市,大字法量,字十二,,26.78,unmatched,住所類似度しきい値未満
青森県,十和田市,西三番町 14−44,青森県,十和田市,大字沢田,字西村,,18.12,unmatched,住所類似度しきい値未満
青森県,十和田市,東二番町 8−15,青森県,十和田市,大字法量,字十二,,18.67,unmatched,住所類似度しきい値未満
青森県,十和田市,東十四番町 17−40,青森県,十和田市,大字法量,字十二,,17.65,unmatched,住所類似度しきい値未満
青森県,十和田市,東二番町 2−50,青森県,十和田市,大字法量,字十二,,18.67,unmatched,住所類似度しきい値未満
青森県,十和田市,西十二番町 7−27,青森県,十和田市,大字法量,字十二,,28.94,unmatched,住所類似度しきい値未満
青森県,十和田市,稲生町 3−7 大竹ビル,青森県,十和田市,大字米田,字竹ノ鉢,,24.44,unmatched,住所類似度しきい値未満
青森県,三沢市,東町 1丁目1−10,青森県,三沢市,大字天ケ森,字天ケ森,,10.0,unmatched,住所類似度しきい値未満
青森県,三沢市,美野原1丁目13−2 13番地2号,青森県,三沢市,大字三沢,字下野,,15.65,unmatched,住所類似度しきい値未満
青森県,三沢市,松園町 2丁目12−10,青森県,三沢市,大字三沢,字園沢,,17.22,unmatched,住所類似度しきい値未満
青森県,三沢市,中央町 4丁目3−19,青森県,三沢市,大字天ケ森,字天ケ森,,10.0,unmatched,住所類似度しきい値未満
青森県,三沢市,岡三沢2丁目5−1,青森県,三沢市,大字三沢,字園沢,,28.94,unmatched,住所類似度しきい値未満
青森県,三沢市,幸町 1丁目2−23,青森県,三沢市,大字天ケ森,字天ケ森,,10.0,unmatched,住所類似度しきい値未満
青森県,三沢市,堀口1丁目15−11,青森県,三沢市,大字三沢,字堀口,,27.79,unmatched,住所類似度しきい値未満
青森県,三沢市,美野原2丁目22−1,青森県,三沢市,大字三沢,字下野,,17.65,unmatched,住所類似度しきい値未満
青森県,三沢市,松園町 2丁目1−46,青森県,三沢市,大字三沢,字園沢,,17.65,unmatched,住所類似度しきい値未満
青森県,三沢市,下久保3丁目19−5,青森県,三沢市,大字三沢,字後久保,,26.78,unmatched,住所類似度しきい値未満
青森県,三沢市,,青森県,三沢市,大字天ケ森,字天ケ森,,10.0,unmatched,住所類似度しきい値未満
青森県,三沢市,本町 2丁目,青森県,三沢市,大字天ケ森,字天ケ森,,10.0,unmatched,住所類似度しきい値未満
青森県,三沢市,深谷1丁目178−18,青森県,三沢市,大字天ケ森,字天ケ森,,10.0,unmatched,住所類似度しきい値未満
青森県,上北郡,おいらせ町青葉1丁目50−1502,青森県,上北郡,おいらせ町,一川目,,48.98,unmatched,住所類似度しきい値未満
青森県,むつ市,柳町 1丁目2−4,青森県,むつ市,大畑町,小目名村,,27.33,unmatched,住所類似度しきい値未満
青森県,むつ市,小川町 1丁目4−17,青森県,むつ市,大畑町,上下小川,,27.79,unmatched,住所類似度しきい値未満
青森県,むつ市,大平町 43−7,青森県,むつ市,大字大平,字本町裏通,,37.07,unmatched,住所類似度しきい値未満
青森県,むつ市,新町 10−20,青森県,むつ市,大畑町,一堀,,20.83,unmatched,住所類似度しきい値未満
青森県,むつ市,山田町 24−23,青森県,むつ市,大字田名部,字横迎町,,25.29,unmatched,住所類似度しきい値未満
青森県,むつ市,大平町 42−5,青森県,むつ市,大字大平,字本町裏通,,37.07,unmatched,住所類似度しきい値未満
青森県,むつ市,海老川町 14−1,青森県,むつ市,大字田名部,字海老川,,38.33,unmatched,住所類似度しきい値未満
青森県,むつ市,昭和町 22−22−8,青森県,むつ市,大畑町,一堀,,18.67,unmatched,住所類似度しきい値未満
青森県,むつ市,旭町 1−10,青森県,むつ市,大畑町,一堀,,21.82,unmatched,住所類似度しきい値未満
青森県,むつ市,本町 1−1−1,青森県,むつ市,大字大平,字本町裏通,,29.43,unmatched,住所類似度しきい値未満
青森県,むつ市,上川町 1−5,青森県,むつ市,川内町,カマヤ,,31.67,unmatched,住所類似度しきい値未満
青森県,むつ市,緑ヶ丘6−12,青森県,むつ市,大畑町,佐藤ケ平,,19.29,unmatched,住所類似度しきい値未満
青森県,むつ市,新町 10−9,青森県,むつ市,大畑町,一堀,,21.82,unmatched,住所類似度しきい値未満
青森県,むつ市,柳町 1丁目4−14,青森県,むつ市,大畑町,小目名村,,26.25,unmatched,住所類似度しきい値未満
青森県,むつ市,大湊浜町 5−23,青森県,むつ市,大字大平,字本町浜町通,,34.0,unmatched,住所類似度しきい値未満
青森県,むつ市,新町 10−20,青森県,むつ市,大畑町,一堀,,20.83,unmatched,住所類似度しきい値未満
青森県,むつ市,金曲1丁目1−6,青森県,むつ市,大畑町,小目名村,,18.67,unmatched,住所類似度しきい値未満
青森県,むつ市,川内町 休所42−62,青森県,むつ市,川内町,カマヤ,,40.21,unmatched,住所類似度しきい値未満
青森県,つがる市,木造清水22,青森県,つがる市,木造林,清滝,,49.83,unmatched,住所類似度しきい値未満
青森県,つがる市,木造千代町 27−2,青森県,つがる市,木造千代田,尾原,,52.05,unmatched,住所類似度しきい値未満
青森県,つがる市,柏稲盛幾世41,青森県,つがる市,柏稲盛,幾世,,100.0,matched,
青森県,つがる市,車力町 下林7,青森県,つがる市,車力町,下林,,100.0,matched,
青森県,つがる市,木造清水47,青森県,つがる市,木造林,清滝,,49.83,unmatched,住所類似度しきい値未満
青森県,つがる市,木造曙65,青森県,つがる市,木造林,浅間,,41.0,unmatched,住所類似度しきい値未満
青森県,つがる市,森田町 森田月見野256−1,青森県,つがる市,森田町森田,月見野,,93.61,matched,
青森県,北津軽郡,鶴田町鶴田鷹ノ尾9−7,青森県,北津軽郡,鶴田町,鶴田,,77.29,review,
青森県,北津軽郡,鶴田町鶴田早瀬182−5,青森県,北津軽郡,鶴田町,鶴田,,73.74,review,
青森県,西津軽郡,舞戸町下富田56−12 鰺ヶ沢町,青森県,西津軽郡,鰺ヶ沢町,下富田,,48.64,unmatched,住所類似度しきい値未満
青森県,北津軽郡,鶴田町鶴田相原17,青森県,北津軽郡,鶴田町,鶴田,,86.43,matched,
青森県,北津軽郡,中泊町中里亀山473−1,青森県,北津軽郡,中泊町,大字中里,,51.71,unmatched,住所類似度しきい値未満
青森県,平川市,新館野木和2−3,青森県,平川市,新館,野木和,,95.0,matched,
青森県,平川市,柏木町 東田313−8,青森県,平川市,柏木町,広田,,51.03,unmatched,住所類似度しきい値未満
青森県,平川市,小和森中松岡116−2,青森県,平川市,小和森,中松岡,,88.38,matched,
青森県,平川市,本町 北柳田21−3,青森県,平川市,本町,北柳田,,88.93,matched,
青森県,平川市,南田中西原37−1,青森県,平川市,南田中,西林元,,55.17,unmatched,住所類似度しきい値未満
青森県,平川市,本町 平野46−12,青森県,平川市,本町,西宮,,33.5,unmatched,住所類似度しきい値未満
青森県,平川市,柏木町 藤山11−6,青森県,平川市,柏木町,広田,,44.86,unmatched,住所類似度しきい値未満
青森県,平川市,大坊前田9−5,青森県,平川市,大坊,竹原,,38.01,unmatched,住所類似度しきい値未満
青森県,平川市,尾上栄松55,青森県,平川市,尾上,栄松,,98.0,matched,
青森県,東津軽郡,平内町小湊小湊131−1,青森県,東津軽郡,平内町,小湊,,77.24,review,
青森県,東津軽郡,平内町小湊後萢37−7,青森県,東津軽郡,平内町,小湊,,79.62,review,
青森県,東津軽郡,平内町小湊後萢2−11,青森県,東津軽郡,平内町,小湊,,79.62,review,
青森県,東津軽郡,外ヶ浜町蟹田中師宮本県道12−号線,青森県,東津軽郡,外ヶ浜町,字蟹田中師宮本,,71.98,review,
青森県,上北郡,野辺地町野辺地279−1,青森県,上北郡,野辺地町,野辺地,,88.45,matched,
青森県,青森市,,青森県,青森市,大字浅虫,字内野,,10.0,unmatched,住所類似度しきい値未満
青森県,青森市,浅虫内野25,青森県,青森市,大字浅虫,字内野,,57.78,unmatched,住所類似度しきい値未満
青森県,東津軽郡,今別町今別今別84,青森県,東津軽郡,今別町,今別,,88.93,matched,
青森県,上北郡,東北町旭北1丁目31−90,青森県,上北郡,東北町,旭北,,72.78,review,
青森県,青森市,原別5丁目9−1,青森県,青森市,原別,字遠山,,33.5,unmatched,住所類似度しきい値未満
青森県,上北郡,野辺地町野辺地28−4,青森県,上北郡,野辺地町,野辺地,,93.06,matched,
青森県,青森市,平新田森越12−31,青森県,青森市,大字平新田,字池上,,36.67,unmatched,住所類似度しきい値未満
青森県,北津軽郡,中泊町中里亀山425−2,青森県,北津軽郡,中泊町,大字中里,,51.71,unmatched,住所類似度しきい値未満
青森県,青森市,佃1丁目20−10,青森県,青森市,大字松森,字佃,,18.67,unmatched,住所類似度しきい値未満
青森県,北津軽郡,板柳町板柳土井361−2,青森県,北津軽郡,板柳町,大字板柳,,49.6,unmatched,住所類似度しきい値未満
青森県,青森市,松原3丁目14−27 タケダビル 202,青森県,青森市,浪岡大字北中野,アザキタバタケ,,19.33,unmatched,住所類似度しきい値未満
青森県,青森市,浪岡大字浪岡字 平野26−4,青森県,青森市,浪岡大字浪岡,アザサノ,,53.25,unmatched,住所類似度しきい値未満
青森県,青森市,緑3丁目4−21,青森県,青森市,大字浅虫,字内野,,10.0,unmatched,住所類似度しきい値未満
青森県,西津軽郡,深浦町関栃沢83−13,青森県,西津軽郡,深浦町,江沢,,48.33,unmatched,住所類似度しきい値未満
青森県,西津軽郡,舞戸町蒲生124−1 鰺ヶ沢町,青森県,西津軽郡,鰺ヶ沢町,舘,,44.87,unmatched,住所類似度しきい値未満
青森県,西津軽郡,深浦町深浦苗代沢82−20,青森県,西津軽郡,深浦町,大字深浦,,47.5,unmatched,住所類似度しきい値未満
青森県,西津軽郡,深浦浜町43 深浦町,青森県,西津軽郡,深浦町,芦萢,,45.63,unmatched,住所類似度しきい値未満
青森県,南津軽郡,大鰐町大鰐前田33−2,青森県,南津軽郡,大鰐町,大字大鰐,,55.66,unmatched,住所類似度しきい値未満
青森県,南津軽郡,蔵館村岡125−1 大鰐町,青森県,南津軽郡,大鰐町,折紙,,38.33,unmatched,住所類似度しきい値未満
青森県,南津軽郡,藤崎村井53−1 藤崎町,青森県,南津軽郡,藤崎町,舘川,,40.74,unmatched,住所類似度しきい値未満
青森県,南津軽郡,大鰐町大鰐大鰐81−2,青森県,南津軽郡,大鰐町,大字大鰐,,63.83,unmatched,住所類似度しきい値未満
青森県,南津軽郡,大鰐町大鰐大鰐93−1,青森県,南津軽郡,大鰐町,大字大鰐,,63.83,unmatched,住所類似度しきい値未満
